half_steps,cell_index,cell_width,minimum_continuous_lower,left_minimum_lower,right_minimum_lower,left_first_bad_step,right_first_bad_step,maximum_reset_T_radius,maximum_reset_C_radius,maximum_local_T_tube_radius,maximum_local_C_tube_radius,maximum_short_transport_radius,maximum_local_rq,maximum_inverse_q,midpoint_T_center_gap,midpoint_C_center_gap,midpoint_T_overlap_margin,midpoint_C_overlap_margin,cell_pass
512,66,0.15270486111114678,0.0007412502944633136,0.0007611918661332271,0.0007412502944633136,-1,-1,0.06118273602238622,0.003718879031139547,0.06171640999662235,0.003751167305590854,0.00040543176806433516,0.0056694857008134855,0.0008466332614996414,6.188593792051372e-13,3.397701894270021e-14,0.12176113390652771,0.007470169141121276,True
512,67,0.15270486111114678,0.000733916223136911,0.0007571763004018665,0.000733916223136911,-1,-1,0.06121684054358834,0.003719156867167359,0.06175118460362723,0.003751466222929452,0.00040579621019144486,0.005671957838724811,0.0008474108510891409,7.750892493274619e-13,4.9636996056838724e-14,0.12192306083782746,0.007474214150011703,True
512,68,0.1527048611110331,0.0007636590805611322,0.0007682110504696505,0.0007636590805611322,-1,-1,0.06112807290889327,0.0037242504625560812,0.061660767761419315,0.00375658822736925,0.0004060181646619225,0.005672130886290394,0.000847859146477244,4.637751053905598e-13,3.54158384852611e-14,0.12187103747066179,0.0074781460489660116,True
512,69,0.15270486111114678,0.0007436776072687403,0.0007576523517461921,0.0007436776072687403,-1,-1,0.061112597602256284,0.003718815046037055,0.06164563052108889,0.0037511025177541643,0.0004054240009571696,0.005668941615313879,0.0008466176347596218,5.044320492416565e-13,2.987863445961648e-14,0.1217616452646979,0.007470059941372328,True
512,70,0.15270486111114678,0.0007357071301655609,0.0007608006398693647,0.0007357071301655609,-1,-1,0.061182691242457544,0.003719183025229168,0.06171680076973289,0.003751492453083517,0.0004058154327900995,0.005671953726741637,0.0008474503730608732,3.489534658469349e-13,2.914526803792833e-14,0.12181865548993782,0.007474410425739107,True
512,71,0.1527048611110331,0.000761018896756135,0.0007696377615194863,0.000761018896756135,-1,-1,0.061198620704781,0.0037242436138892575,0.061731970609471214,0.003756581803846646,0.00040601855908544045,0.005672155291653816,0.0008478593187660941,3.9805219278685254e-13,1.8704844863580526e-14,0.12190726715022945,0.007477938614182772,True
512,72,0.15270486111114678,0.0007438433402085202,0.0007540079096926918,0.0007438433402085202,-1,-1,0.06109370120411183,0.003718803197210403,0.06162651986981291,0.003751090119191027,0.00040542184184238106,0.005669310284985925,0.0008466137404865932,4.2076658139813503e-13,5.473984138193737e-14,0.12181370626522083,0.007470046329114796,True
512,73,0.15270486111114678,0.0007388682951383114,0.0007621077098691405,0.0007388682951383114,-1,-1,0.061114365447448235,0.00371928023116098,0.061647948253294116,0.003751590246948247,0.0004058399689929437,0.005672016599992596,0.0008475009723876406,5.940815390672673e-13,4.4851548874326555e-14,0.121731379190183,0.00747472863944794,True
512,74,0.15270486111114678,0.0007582282345105755,0.0007719164244159963,0.0007582282345105755,-1,-1,0.06126943589784667,0.003724595077237289,0.06180344402616351,0.0037568869718602703,0.0004060575741265793,0.005672166716839944,0.000847940154007588,5.466298007981034e-13,2.93653330339521e-14,0.12190947926122503,0.00747780685083074,True
512,75,0.1527048611110331,0.0007402609439965245,0.0007501563126205596,0.0007402609439965245,-1,-1,0.06116052973041345,0.003719080984295572,0.061693846981598445,0.0037512711561802814,0.0004054510611926775,0.005668735743584377,0.0008466753930336315,4.756397602341977e-13,2.8728294342416674e-14,0.12195187469203578,0.0074701206982090524,True
512,76,0.15270486111114678,0.0007419170059905603,0.0007593964146692683,0.0007419170059905603,-1,-1,0.06104717729241978,0.003719549358765307,0.06157805213287981,0.0037518615650682496,0.00040587826894399,0.005672030452163002,0.0008475802962445359,4.743810312258067e-13,3.5844149997735634e-14,0.12173098078738066,0.00747516068025141,True
512,77,0.15270486111114678,0.0007615494806639983,0.0007754102227231513,0.0007615494806639983,-1,-1,0.06120369924218278,0.0037241676664199544,0.06173202305476146,0.003756508830069969,0.00040601198514752433,0.005672219969731081,0.0008478443324875513,3.9381107842870997e-13,2.4502306010417023e-14,0.12177542142460601,0.007477507740106768,True
512,78,0.1527048611110331,0.0007368041612895447,0.0007526853330217918,0.0007368041612895447,-1,-1,0.06122760041759366,0.003718744166255632,0.06176141550600553,0.003751028436929433,0.00040541354854956393,0.005668096542231319,0.0008465977137159583,6.584085967688019e-13,2.333174775624602e-14,0.1219532252291717,0.007470039393040332,True
512,79,0.15270486111114678,0.000741721702416308,0.0007575214360797752,0.000741721702416308,-1,-1,0.061063873573219955,0.003719439113488173,0.06159711961542349,0.003751750102009911,0.0004058812944107022,0.0056720573737626765,0.000847585940656761,3.3872822176722786e-13,2.6832879579293083e-14,0.12181501489428395,0.007475251663652148,True
