Q,lag_rotations,continuity_signed,continuity_line_absolute,continuity_line_std
550.0,0.2611111111111111,-0.8911250462923478,0.8911250462923478,0.030394762048716988
550.0,0.26666666666666666,-0.8534730457493642,0.8534730457493642,0.04007409985714589
550.0,0.2722222222222222,-0.810803819614229,0.810803819614229,0.05052822181590645
550.0,0.2777777777777778,-0.7633976278779967,0.7633976278779967,0.061502963542239844
550.0,0.2833333333333333,-0.7115603269899436,0.7115603269899436,0.07273477471726048
550.0,0.28888888888888886,-0.6556201746203651,0.6556201746203651,0.08395738210672286
550.0,0.29444444444444445,-0.5959247316315777,0.5959247316315777,0.09490819440066317
550.0,0.3,-0.5328379341496713,0.5328379341496713,0.10533429584504644
550.0,0.3055555555555556,-0.46673737857681785,0.46673737857681785,0.11499791085324966
550.0,0.3111111111111111,-0.3980118669995813,0.3980118669995813,0.12368128249971344
550.0,0.31666666666666665,-0.3270592017536008,0.3270592017536008,0.13119092023680332
550.0,0.32222222222222224,-0.2542842985373278,0.2542842985373278,0.1373611031377689
550.0,0.3277777777777778,-0.18009752401063578,0.18539153843449052,0.1350742123549902
550.0,0.3333333333333333,-0.10491323010259318,0.14910163736519835,0.09924951664189922
550.0,0.3388888888888889,-0.02914847613462948,0.13362897075263816,0.06706572339057838
550.0,0.34444444444444444,0.04677810997304764,0.13560759439103337,0.0724213708626423
550.0,0.35,0.122447410817316,0.15538561366241896,0.10839993435191242
550.0,0.35555555555555557,0.19744091147640552,0.19823302655156128,0.13995933027965157
550.0,0.3611111111111111,0.2713417828219371,0.2713417828219371,0.13601686343779337
550.0,0.36666666666666664,0.3437360854597326,0.3437360854597326,0.12951462919683782
550.0,0.37222222222222223,0.4142141033431376,0.4142141033431376,0.12171069848607259
550.0,0.37777777777777777,0.48237188640242606,0.48237188640242606,0.11277776601993857
550.0,0.38333333333333336,0.5478130222123277,0.5478130222123277,0.10291541375473143
550.0,0.3888888888888889,0.6101506549351893,0.6101506549351893,0.09234638446950674
550.0,0.39444444444444443,0.6690097655687445,0.6690097655687445,0.08131221460300893
550.0,0.4,0.7240297227540863,0.7240297227540863,0.07006823434890465
550.0,0.40555555555555556,0.7748670530468401,0.7748670530468401,0.058878014209951215
550.0,0.4111111111111111,0.8211984061702999,0.8211984061702999,0.048007305416063295
550.0,0.4166666666666667,0.862723665210827,0.862723665210827,0.03771758947857098
