period,full_local_log_factor,full_cumulative_lambda,full_x_rms_half_separation,full_end_local_norm,phase_only_local_log_factor,phase_only_cumulative_lambda,phase_only_x_rms_half_separation,phase_only_end_local_norm,kappa_only_local_log_factor,kappa_only_cumulative_lambda,kappa_only_x_rms_half_separation,kappa_only_end_local_norm,open_local_log_factor,open_cumulative_lambda,open_x_rms_half_separation,open_end_local_norm
240.0,0.3249268112648842,-0.01396640523333761,9.884034942438037e-07,1.3839293542365473e-06,0.14633450845169993,-0.01714679114011531,8.707909798329749e-07,1.1575833447071085e-06,0.025142281372978997,-0.07560250694427292,8.38973658435337e-07,1.025461014147265e-06,-0.1773625143619147,-0.15542818338910255,7.059437422139128e-07,8.374761323622803e-07
241.0,-0.16512776828659134,-0.014593630806172687,7.472835421973303e-07,8.477853770835061e-07,-0.3043794711900426,-0.018338627986795506,7.215567168030678e-07,7.375809226289179e-07,0.0717115389255299,-0.0749912453431534,8.381207479090448e-07,1.0743453925362792e-06,-0.20269853954844702,-0.15562432594578032,7.83690795180133e-07,8.165243541284389e-07
242.0,0.002738567213196719,-0.014522010153200086,8.309684523937773e-07,1.0027423205148302e-06,0.3275105027457885,-0.016909499347404666,9.888117245392546e-07,1.3875096238836925e-06,-0.33445563016106256,-0.07606341222256625,7.094202184057203e-07,7.157276008424801e-07,0.1395119293392195,-0.15440475464294975,9.732914539791829e-07,1.1497125209480726e-06
243.0,0.18250171121939618,-0.013711212945905453,8.896316349707434e-07,1.2002162047862699e-06,-0.1934392741151133,-0.0176359593258726,7.393302179750443e-07,8.241198800854108e-07,0.28231772926319887,-0.07458859271027916,9.649472276508588e-07,1.3262000256110027e-06,-0.2365601164403472,-0.154742842551581,7.616440702563002e-07,7.893384286598403e-07
244.0,-0.31387985651885314,-0.014941412304810976,7.181379406419257e-07,7.306068005317762e-07,0.037688166706449616,-0.017409221104428656,8.453090481333927e-07,1.0384073723959391e-06,-0.2787108204379503,-0.07542515921735977,7.13016953240236e-07,7.567587107294948e-07,0.4596524112333676,-0.15222482921639677,9.798403781827656e-07,1.5835234743545667e-06
245.0,0.321355989358917,-0.013568769849040657,9.867951021777497e-07,1.3789964015714245e-06,0.15078648347801857,-0.0167227080245003,8.731114255106248e-07,1.1627483655896915e-06,0.05319349514719535,-0.07490018511791262,8.515557342211759e-07,1.0546336918801923e-06,-0.14663784439956865,-0.15220202519673626,7.121417943366384e-07,8.636066807861435e-07
246.0,-0.15398718655788454,-0.014139576421027828,7.505082691631239e-07,8.572830056881088e-07,-0.30629410502386356,-0.017899827524497713,7.208859246055371e-07,7.361700762973248e-07,0.04890723119121751,-0.0743969029377942,8.273266322613947e-07,1.0501229275691667e-06,-0.21972000924928387,-0.1524764885465434,7.75515315403243e-07,8.027435272635813e-07
247.0,-0.01261613724710079,-0.0141334086510929,8.246622871593341e-07,9.874631125877196e-07,0.3268104560081037,-0.016504239332058034,9.886218726597056e-07,1.3865386422039187e-06,-0.3200180019201269,-0.07539132034258096,7.138964084267508e-07,7.26135965115112e-07,0.1457013775100801,-0.15126929070825745,9.776704998536519e-07,1.1568506748365275e-06
248.0,0.19331910585620765,-0.01329690657646669,8.95666228452278e-07,1.213269893282254e-06,-0.1893621037710428,-0.017201246849957164,7.404344598666398e-07,8.274868163426468e-07,0.2801036605240721,-0.07395787283908639,9.624334796258319e-07,1.3232669757776167e-06,-0.22280484538010825,-0.15155774052548268,7.682217828359384e-07,8.002710106419469e-07
249.0,-0.3164303221909115,-0.01451430985202671,7.169987621406741e-07,7.287457872013596e-07,0.03176729792789682,-0.017004586027556143,8.427563104470087e-07,1.032277264296558e-06,-0.2957919255609086,-0.07484877264921419,7.089792334606952e-07,7.439422072750569e-07,0.4271672576268363,-0.14923354374575448,9.639273801172023e-07,1.5329090310117778e-06
250.0,0.31708797234506275,-0.013187900723238352,9.847407091802635e-07,1.3731233634959424e-06,0.1552116581541722,-0.016315721050829228,8.754361560749298e-07,1.1679051315919468e-06,0.08050427584799515,-0.07422736045522535,8.642106428383308e-07,1.0838334809406434e-06,-0.10581267229871802,-0.14905986025996634,7.223779676418386e-07,8.99593151010765e-07
251.0,-0.14265575126200702,-0.013703708892715518,7.538724934255712e-07,8.670524992549136e-07,-0.3081050365594738,-0.017478228283931398,7.20242184228936e-07,7.348381290871958e-07,0.025721642034668514,-0.07382915725805446,8.167795077247568e-07,1.026055298054694e-06,-0.237175019214512,-0.1494109166701438,7.664667770681736e-07,7.888532114662902e-07
252.0,-0.0279386651435906,-0.013760196814345975,8.184840425522114e-07,9.72448009932154e-07,0.32600530181083387,-0.016115198402602966,9.88363893575719e-07,1.3854227141038538e-06,-0.30336001249633743,-0.0747399939851905,7.190302016928168e-07,7.383332393255448e-07,0.1560946847589145,-0.14819859285494916,9.809583864889083e-07,1.1689368783578385e-06
253.0,0.20389357370570035,-0.01289990523126279,9.01681664196247e-07,1.2261676500338792e-06,-0.18524695525787804,-0.01678370337041038,7.415601540292345e-07,8.30899063621365e-07,0.27555431522783236,-0.07335543149818251,9.584774695202598e-07,1.3172606501694477e-06,-0.20652424185280882,-0.14842912901699604,7.739972317436107e-07,8.134065427370835e-07
254.0,-0.31827818039251715,-0.014102181905125995,7.160342654452203e-07,7.274004117359623e-07,0.02583749038267866,-0.016615903395004517,8.402176240168186e-07,1.0261741717514686e-06,-0.31149652177872605,-0.0742929948457437,7.054611974753931e-07,7.323501577775705e-07,0.3796598041829648,-0.14635003872880722,9.434313268500075e-07,1.4617872109428842e-06
255.0,0.31212110133534327,-0.012822874912026118,9.822479971178562e-07,1.3663201462065557e-06,0.15960889493135863,-0.015924825754508976,8.777643688395565e-07,1.1730519946835073e-06,0.1068607411282589,-0.07358258803800252,8.768038042278894e-07,1.1127792793029223e-06,-0.052954293826097544,-0.14598378090565933,7.384455777893403e-07,9.484233602956466e-07
256.0,-0.13113543833737906,-0.013285033362906401,7.57378301291762e-07,8.770989735203157e-07,-0.30981177798796655,-0.017072821661670918,7.196254320877851e-07,7.335850200797639e-07,0.002256290283023881,-0.073286342419561,8.065285106109307e-07,1.0022588376224316e-06,-0.2557030046159421,-0.14641237162327764,7.56399435275778e-07,7.743719195298231e-07
257.0,-0.04318014328129322,-0.013401356747802847,8.124479935373059e-07,9.577388443089398e-07,0.32509490763115445,-0.01574142971889728,9.88037749006532e-07,1.3841620072856874e-06,-0.2846205639994178,-0.07410865456578612,7.248286658200513e-07,7.522996497423995e-07,0.1714570803653468,-0.14517552550659038,9.83217342944093e-07,1.1870331946091115e-06
258.0,0.2142042146404847,-0.012519164610638943,9.076628544895091e-07,1.2388756255041181e-06,-0.1810948089581981,-0.016382334289592244,7.42707318631608e-07,8.343562504997245e-07,0.2687775311057659,-0.07277963834225298,9.53183868269578e-07,1.308364038367459e-06,-0.18750944255930613,-0.1453396104564071,7.785101661045902e-07,8.290212900615733e-07
259.0,-0.3194277296625358,-0.01370413976527947,7.152426452587498e-07,7.265647095560845e-07,0.019900534784380995,-0.016242245992009335,8.376937581700994e-07,1.020099870527942e-06,-0.3256726927039738,-0.07375605940156464,7.024690590396538e-07,7.220414782043312e-07,0.31705719790850284,-0.1435542945939943,9.190863848163036e-07,1.373081107048316e-06
260.0,0.306473096649187,-0.012472688855993062,9.793304403500459e-07,1.3586249154242012e-06,0.16397729691344146,-0.015549093903911447,8.800954188604907e-07,1.1781875662959616e-06,0.13205022157664767,-0.07296449678241768,8.891855469098379e-07,1.1411656289663755e-06,0.009985808731602073,-0.1429637557350497,7.615012552908e-07,1.0100358332938693e-06
261.0,-0.11945507619392143,-0.012882583060352941,7.610223196288721e-07,8.874038724839759e-07,-0.3114139068281011,-0.01668267556262482,7.190355963302207e-07,7.324106633489935e-07,-0.021393142694480623,-0.07276690538744474,7.966138926339891e-07,9.788340674529236e-07,-0.2749537451548348,-0.143469464506773,7.457754650899512e-07,7.596072579292486e-07
262.0,-0.0583209199814694,-0.01305601182722743,8.065587904590068e-07,9.433471599019808e-07,0.3240791732218293,-0.015382057819172705,9.876435059275608e-07,1.3827567800964275e-06,-0.26395935702590645,-0.07349664756927093,7.312963870537745e-07,7.680047530204487e-07,0.19091857819903574,-0.14219317426743786,9.845097677882086e-07,1.2103608983061947e-06
263.0,0.22422880579824134,-0.012153788186065951,9.135923696659672e-07,1.2513573044834618e-06,-0.17690671943986797,-0.01599622003065824,7.438759248740307e-07,8.378579367363838e-07,0.25989780299289666,-0.07222898806143,9.4667716145271e-07,1.2967975510662754e-06,-0.1667682471858519,-0.14228661560933295,7.81472223680987e-07,8.463957432054714e-07
264.0,-0.31988398179079613,-0.013319432858811141,7.146222580875005e-07,7.262332884725673e-07,0.013958218245178096,-0.015882756249310376,8.351854332268462e-07,1.014056089011481e-06,-0.3381666364661048,-0.07323632763872044,7.000097044615956e-07,7.130764534579281e-07,0.24467557214974803,-0.1408208497466092,8.933442503170559e-07,1.277206884499827e-06
265.0,0.3001411891533322,-0.012136562587067204,9.759982618359984e-07,1.3500494064544434e-06,0.1683156701123739,-0.015187667847945526,8.824285347668346e-07,1.1833100873264196e-06,0.15586721846857468,-0.07237178595529668,9.011957331117712e-07,1.1686710148611149e-06,0.07534972278453157,-0.1400051117370577,7.90347369447134e-07,1.078261177455908e-06
266.0,-0.10762724265913005,-0.01249555010613511,7.648040642913057e-07,8.979622560768146e-07,-0.3129112468616806,-0.01630692942318513,7.18472546546941e-07,7.313148161744064e-07,-0.04513157086390055,-0.07226937913164481,7.870697483651004e-07,9.558717086937061e-07,-0.29308274076430174,-0.14058059154543082,7.357205062451529e-07,7.459604168094362e-07
267.0,-0.07332202583052055,-0.012723364621956779,8.008263967184106e-07,9.293015227423054e-07,0.3229580762775022,-0.015036273971122631,9.871812890763205e-07,1.381207444335582e-06,-0.2415534087328066,-0.0729034017144207,7.384345367516962e-07,7.854068550846992e-07,0.21156510942980525,-0.13926169378896927,9.848295926962603e-07,1.2356104129004146e-06
268.0,0.23395582178440377,-0.011802919896559912,9.194546662082393e-07,1.2635886678833465e-06,-0.17268402950235567,-0.015624511864895888,7.450658008948505e-07,8.414034315091147e-07,0.24905234386872768,-0.07170207430552836,9.390956797648798e-07,1.2828091785089955e-06,-0.14645241929950964,-0.1392885248543071,7.82991427745292e-07,8.63766829988722e-07
269.0,-0.3196553244835691,-0.012947352627366637,7.141713374884242e-07,7.263993660074254e-07,0.008012625897053434,-0.015536641464293847,8.326934772565912e-07,1.0080448128949668e-06,-0.3488270056223413,-0.07273227851116706,6.980905186520658e-07,7.055151698720138e-07,0.17208511204233187,-0.13813100204056494,8.69327026332687e-07,1.1877789232030376e-06
270.0,0.2931525214114737,-0.011813649390185746,9.722728128248985e-07,1.3406472522514248e-06,0.1726231067186329,-0.014839753508060785,8.847629605625631e-07,1.188418113865513e-06,0.1781115402819256,-0.07180322733045191,9.126644449347453e-07,1.1949585998220055e-06,0.13306992793395953,-0.13712655415177039,8.20858162602701e-07,1.1423298763073036e-06
271.0,-0.0956671378177924,-0.01212307185670828,7.687224750436834e-07,9.087664597176946e-07,-0.31430347539642656,-0.015944785692150697,7.179362268381078e-07,7.302973672445057e-07,-0.06886553943982011,-0.0717923871537337,7.779237482316516e-07,9.334521841448541e-07,-0.30765281543426704,-0.13775580234838478,7.274304985840844e-07,7.351705135627526e-07
272.0,-0.08815288113291128,-0.01240259321434138,7.952566102429449e-07,9.156208848652618e-07,0.32173167447190404,-0.014703328118018144,9.866513123017485e-07,1.3795145673178416e-06,-0.21759285388730518,-0.07232841828143066,7.462406460437336e-07,8.044529048732197e-07,0.22969910955142422,-0.13640486517228254,9.840503473987185e-07,1.2582213661771723e-06
273.0,0.24335580380179295,-0.011465749269227334,9.252296184041803e-07,1.2755223791028305e-06,-0.16842778596998564,-0.015266421370223151,7.462769186813595e-07,8.449922815145528e-07,0.23638573215674655,-0.07119759721755455,9.305853531732296e-07,1.2666628085243298e-06,-0.12850203481567243,-0.13637591707573818,7.835693269445146e-07,8.794117729766166e-07
274.0,-0.3187516734774089,-0.012587230744439674,7.138882541061661e-07,7.270560741982126e-07,0.002065498762655471,-0.015203166187256442,8.302184725553975e-07,1.0020676333756533e-06,-0.3575080233060128,-0.07224252577992119,6.967193940151901e-07,6.994170872835948e-07,0.10772017267056523,-0.13548505543432832,8.490672113066576e-07,1.1137360479948855e-06
275.0,0.2855104818516339,-0.011503239062272134,9.681682699480076e-07,1.3304410207971261e-06,0.17689848268239233,-0.014504614736821356,8.870979517866812e-07,1.1935099250519782e-06,0.19859258080820072,-0.07125767084687347,9.234174373431474e-07,1.2196849416061906e-06,0.1772659814694208,-0.1343477789364965,8.484177639951342e-07,1.1939486191065703e-06
276.0,-0.08359110961929068,-0.011764426999072927,7.72775892329603e-07,9.198072795633357e-07,-0.3155905605517334,-0.0155955058448464,7.174264807165824e-07,7.293580169857289e-07,-0.09250205104852349,-0.07133464323890844,7.691984809466453e-07,9.116473411305229e-07,-0.3174799830513551,-0.13501130141517353,7.214128599306635e-07,7.279812525925451e-07
277.0,-0.1027806313477326,-0.012093005354122239,7.898556066127978e-07,9.023248935687031e-07,0.32040004422464297,-0.01438252551968579,9.860537992737547e-07,1.3776787865553325e-06,-0.19227806866926722,-0.07177126210327796,7.547068375426083e-07,8.250774084141568e-07,0.2429448748156741,-0.13364683868509825,9.821202425231312e-07,1.2749983376640968e-06
278.0,0.2524098083090003,-0.011141556384111006,9.308984626569296e-07,1.2871234030845964e-06,-0.1641388138744064,-0.014921217204415,7.475093410206407e-07,8.486242128895772e-07,0.22205498334653256,-0.07071433316281102,9.212963932771756e-07,1.2486400303856274e-06,-0.1135518546801443,-0.13357455456997253,7.838086945359555e-07,8.926579067216883e-07
279.0,-0.3171847650634199,-0.012238485447477705,7.137715332170015e-07,7.281961974794274e-07,-0.0038810711342904844,-0.014881646788393047,8.277612465233521e-07,9.96126450489483e-07,-0.3640726674440618,-0.07176579672654311,6.959052801889496e-07,6.948407006112445e-07,0.0550796180663256,-0.1328983747397349,8.329503599576714e-07,1.0566247377460995e-06
280.0,0.2772351682943971,-0.011204650969828152,9.637062574267436e-07,1.3194766336223124e-06,0.18114074040451225,-0.01418156683413267,8.894326880068912e-07,1.1985838566010835e-06,0.217138579239519,-0.07073399538380716,9.332816059724549e-07,1.2425162771695686e-06,0.2082679614199838,-0.1316799235391645,8.707138852905026e-07,1.231543131385861e-06
281.0,-0.0714140558260901,-0.011418919314512358,7.769628132507332e-07,9.310762947402385e-07,-0.31677233072392935,-0.015258402292815219,7.169432349253903e-07,7.284965925395153e-07,-0.11594606735568372,-0.07089489243708787,7.609124023119541e-07,8.905232502769531e-07,-0.3231013642234084,-0.1323611386305675,7.174163400766374e-07,7.239004730403068e-07
282.0,-0.11717254149525276,-0.011793932159124913,7.846285257906076e-07,8.894317160458843e-07,0.31896328889430065,-0.014073218990733249,9.853890666964301e-07,1.3757008204821528e-06,-0.1658166020104463,-0.07123149424408558,7.638191022325712e-07,8.472015950126521e-07,0.25103223217156995,-0.13100158767027623,9.792553541989267e-07,1.2853515133353094e-06
283.0,0.2610959536738941,-0.010829656944167248,9.364409409693485e-07,1.2983522411256897e-06,-0.15981840160661565,-0.014588219636019053,7.487629110053007e-07,8.522985509619119e-07,0.20620862014756375,-0.07025114048298435,9.113756975951342e-07,1.229009573412261e-06,-0.10116509782832152,-0.13089615837754848,7.841389287212833e-07,9.037838078247962e-07
284.0,-0.31496877870187223,-0.011900569344722547,7.138194322842317e-07,7.298116595814922e-07,-0.009825418551343813,-0.014571449209664564,8.25322353657364e-07,9.902226931729613e-07,-0.36840259728216657,-0.07130096955622091,6.956567637221902e-07,6.918385932763656e-07,0.013514602332884271,-0.13038766978349767,8.203665264647369e-07,1.0136063373603072e-06
285.0,0.2683442809946783,-0.010917254080373773,9.58908785143415e-07,1.3077973122784286e-06,0.18534873083373293,-0.013869974893722818,8.917662920425222e-07,1.2036381126708122e-06,0.23358741451745768,-0.07023118575245361,9.420900314606047e-07,1.2631232383747382e-06,0.2294916555661702,-0.12912493530858654,8.878446076155482e-07,1.2579603702136894e-06
286.0,-0.05915075741701921,-0.011085902693438966,7.81281461517656e-07,9.425646598328043e-07,-0.31784866694505387,-0.014932837453342857,7.164864046821262e-07,7.277129071001698e-07,-0.13910047982956142,-0.07047198747999595,7.530803183253007e-07,8.70140592487992e-07,-0.3257682820493138,-0.12981249945802967,7.148852444802857e-07,7.219724620307794e-07
287.0,-0.13129630394565212,-0.011504754265746328,7.795797636995654e-07,8.769578898084875e-07,0.31742162630446447,-0.013774807962897534,9.846575036922722e-07,1.373581587982876e-06,-0.1384203203064314,-0.07070874125291035,7.735563289133719e-07,8.707326282149798e-07,0.2549382378628654,-0.12847190455447252,9.758114215652972e-07,1.2903819216678073e-06
288.0,0.2693917685353478,-0.010529419117131419,9.41836040112052e-07,1.3091679313966623e-06,-0.15546747053210075,-0.014266796374596158,7.500376138945577e-07,8.560149221868196e-07,0.18899865626548695,-0.06980697945597147,9.009650250013239e-07,1.2080393291988795e-06,-0.09057893012394884,-0.12834033172658876,7.847609611942997e-07,9.134022361048489e-07
289.0,-0.3121196275964661,-0.01157298385235403,7.140304306495302e-07,7.318939682755629e-07,-0.015765339301488965,-0.014271981644239387,8.22902501228576e-07,9.843582831585392e-07,-0.3703809857570691,-0.07084702792068116,6.959863425855837e-07,6.904712208198829e-07,-0.019291982214199716,-0.12796300179748016,8.104466066751005e-07,9.80892917141545e-07
290.0,0.25886325452508846,-0.010640445099328365,9.538001394699674e-07,1.2954566448825778e-06,0.18952159823877784,-0.013569245161884154,8.940981160900682e-07,1.2086712288785362e-06,0.2478027812225819,-0.06974823547535956,9.49688895874163e-07,1.2812072291538764e-06,0.24439863909582937,-0.12667899613922737,9.009439687744921e-07,1.2768532326680176e-06
291.0,-0.04681517465567561,-0.010764756884745368,7.857300096294226e-07,9.54263753420112e-07,-0.3188217079715411,-0.014618222697312527,7.160555523479421e-07,7.270051569768521e-07,-0.1618630596087976,-0.0700647812627597,7.457148187441874e-07,8.50557672266714e-07,-0.3265729963195835,-0.12736591710204645,7.133170865573884e-07,7.213917141872193e-07
292.0,-0.14512026394330746,-0.011224878484260991,7.747127640554359e-07,8.649182683749259e-07,0.3157753645314538,-0.01348673780954278,9.838595629425989e-07,1.3713221734266598e-06,-0.11030760398480267,-0.07020259914879409,7.838879987113751e-07,8.955586155253468e-07,0.25584898874844325,-0.12605353728749,9.720811816065794e-07,1.291557673472928e-06
293.0,0.27727470442384117,-0.010240238269557571,9.470626322598688e-07,1.319528801652552e-06,-0.1510893208017673,-0.013956371198594742,7.513329974973063e-07,8.597708998041421e-07,0.17057827708967085,-0.06938082141419182,8.901987768990629e-07,1.185990484185128e-06,-0.08111225697559647,-0.12590015407823438,7.857330892789694e-07,9.220901745811683e-07
294.0,-0.30865412443394147,-0.011255251487803774,7.144030830335429e-07,7.344347491364722e-07,-0.021698827228191827,-0.013982706083049154,8.205023659776637e-07,9.785348987453867e-07,-0.3699387546610324,-0.07040312730958924,6.969020653164403e-07,6.907766361917577e-07,-0.04572776889977488,-0.12562745889055255,8.024207359075352e-07,9.55301989707981e-07
295.0,0.2488097817312171,-0.010373675104010483,9.48404176098899e-07,1.2824980553075179e-06,0.19365766439883125,-0.013278840420398712,8.964269354623509e-07,1.2136807257106227e-06,0.25967270839768203,-0.06928422617159848,9.559443997141109e-07,1.2965056817967727e-06,0.2554742476032873,-0.124335588699048,9.11208100175335e-07,1.2910737643473287e-06
296.0,-0.03442231514601825,-0.010454920509557807,7.903061472110893e-07,9.661633930342763e-07,-0.3196852966999867,-0.014313997367289213,7.156515802754388e-07,7.263775945346931e-07,-0.18412836254705825,-0.06967221311881286,7.388254535155033e-07,8.318290212823219e-07,-0.3262147287039459,-0.12501761282068616,7.123663162484269e-07,7.216502117794949e-07
297.0,-0.15861292139730146,-0.010953768997395327,7.70030548559343e-07,8.533265995191235e-07,0.31402470791943815,-0.013208479841071276,9.829957286450295e-07,1.3689235593839191e-06,-0.08168699137879912,-0.06971266691766803,7.947757300510253e-07,9.215603698980543e-07,0.25468529585785177,-0.12373915184870454,9.682241667631355e-07,1.2900555711529238e-06
298.0,0.28472341502783827,-0.009961563681874409,9.520983860542419e-07,1.3293942867874814e-06,-0.14667893577288846,-0.013656367277084086,7.526499490830246e-07,8.635711947307122e-07,0.15108743876621775,-0.06897172696570869,8.791996430825984e-07,1.1630983535218786e-06,-0.07226349990440506,-0.12356641476164312,7.870530949213038e-07,9.302857333116101e-07
299.0,-0.30459084629615524,-0.010946945897975681,7.149359161306049e-07,7.374250328593194e-07,-0.02762469923319953,-0.013703084106368753,8.181222687600724e-07,9.727533733912502e-07,-0.3670158315553781,-0.0699685299910922,6.984158486385692e-07,6.927986768776444e-07,-0.06770323899418693,-0.12337958139787236,7.957061858997159e-07,9.345377667988509e-07
300.0,0.23820943967637895,-0.010116424612727834,9.42746683868565e-07,1.2689749386968373e-06,0.19775656209912132,-0.01299821861901712,8.987522834483955e-07,1.2186656882926106e-06,0.2691108717575362,-0.06883826531859677,9.607476251758523e-07,1.3088002419869215e-06,0.2642757986562466,-0.12208739679769195,9.195635475397967e-07,1.302487371036675e-06
301.0,-0.021984224613169474,-0.010155852519706045,7.950077471895334e-07,9.78255667292034e-07,-0.32044584555679506,-0.014019639306518042,7.152733319457728e-07,7.258253589132632e-07,-0.20578781919628797,-0.06929324722516716,7.324200171639311e-07,8.140057743609084e-07,-0.32507933032402664,-0.12276178860342729,7.118213228606896e-07,7.224700375871929e-07
302.0,-0.1717443201321556,-0.010690913670740647,7.655353613926577e-07,8.421944778164246e-07,0.3121700908082604,-0.012939540862429372,9.820665790857393e-07,1.3663870831499439e-06,-0.05278422554909405,-0.06923858159047819,8.061665619809879e-07,9.485846707389077e-07,0.252041503485878,-0.12152071809982033,9.642933124527202e-07,1.286649436614713e-06
303.0,0.2917115894334854,-0.009692885607690396,9.569203988348736e-07,1.338716861869073e-06,-0.14224286400583722,-0.013366284503166691,7.539876219898297e-07,8.674105680982305e-07,0.13066295374317674,-0.06857884054977305,8.680789988198592e-07,1.1395836241825379e-06,-0.06368441483118566,-0.12132983921114497,7.887032319804625e-07,9.383010667125419e-07
304.0,-0.29994925042044085,-0.010647676281416548,7.156275799134291e-07,7.408558178497003e-07,-0.03354056772856591,-0.013432647276934452,8.157629126980094e-07,9.670156808069729e-07,-0.3615855725105034,-0.0695426784838544,7.005389852896217e-07,6.965709861977123e-07,-0.08660103529722812,-0.12121559972458602,7.898918048475076e-07,9.170428904038152e-07
305.0,0.22708831122097042,-0.00986821402731036,9.368541591980987e-07,1.254940688392555e-06,0.20181674737198155,-0.01272691155677407,9.010730483719043e-07,1.2236237552968869e-06,0.2760678100440648,-0.06840952934113992,9.640210492557654e-07,1.3179372303802857e-06,0.27174165870223427,-0.11992721527072761,9.266553695223518e-07,1.3122479496804765e-06
306.0,-0.009516857329056105,-0.009867065802806264,7.998315632580688e-07,9.905282846419178e-07,-0.32110141285807964,-0.013734671364948272,7.149210750125411e-07,7.253496874758724e-07,-0.22671153640453912,-0.06892685616160854,7.265080873605839e-07,7.971506980846678e-07,-0.3233609858786332,-0.1205920315145443,7.115591096220396e-07,7.237125571958449e-07
307.0,-0.18448007563483113,-0.010435837821803087,7.612293922393998e-07,8.315365075722131e-07,0.31021182795732477,-0.012679471041422951,9.810727041659544e-07,1.3637139562817746e-06,-0.023815176510141728,-0.06877991257968194,8.179965723958644e-07,9.764661669667138e-07,0.24826883936457175,-0.11939053030646901,9.602821879861698e-07,1.2818044853818528e-06
308.0,0.2982230268773022,-0.009433698650702095,9.615072205198999e-07,1.3474622746747432e-06,-0.1377804674423956,-0.013085643107659875,7.553461505329546e-07,8.712899472630327e-07,0.10943615559817997,-0.06820128898170187,8.569370458341672e-07,1.1156488407295851e-06,-0.05514618048745275,-0.11918194475510857,7.906636813261729e-07,9.46346800406238e-07
309.0,-0.29475011669948,-0.010357052754419822,7.164767060614497e-07,7.447176567239034e-07,-0.039444622580369945,-0.013170947248348257,8.134248438198603e-07,9.613231881151502e-07,-0.35365232197990776,-0.06912507873250512,7.032827850583368e-07,7.021190362813403e-07,-0.10338021673027406,-0.11913080647671105,7.846966238566175e-07,9.017840349138912e-07
310.0,0.21547241306874543,-0.00962857060660316,9.307525522482224e-07,1.2404477623051939e-06,0.20583734109454646,-0.012464468898855047,9.033884123831996e-07,1.2285533525995517e-06,0.2805128146601805,-0.06799721456027065,9.657186808342583e-07,1.3238085067111878e-06,0.27839984131303736,-0.11784844954835702,9.329033879709248e-07,1.321014287714521e-06
311.0,0.0029676163893346324,-0.009588068397613007,8.047750556553854e-07,1.0029720241229294e-06,-0.32165214240577383,-0.013458641482478582,7.145947247072701e-07,7.249503259507588e-07,-0.24678775000030873,-0.06857210374174988,7.210931565045084e-07,7.813065082405822e-07,-0.3211466632494304,-0.1185021415538267,7.115106411167502e-07,7.253168658612491e-07
312.0,-0.1967941287692561,-0.010188087821881095,7.571135527231391e-07,8.213597102432754e-07,0.3081505533200312,-0.012427842781188487,9.80014849013756e-07,1.3609058624117692e-06,0.005002448439403628,-0.06833628786937439,8.301878582787275e-07,1.005014981575676e-06,0.24356504531673598,-0.11734166980103644,9.561600454980728e-07,1.275789299262193e-06
313.0,0.30422779288287394,-0.00918356424135472,9.658347105540085e-07,1.3555778119012368e-06,-0.13329273388192928,-0.01281399259301194,7.567254648060054e-07,8.752088513217499e-07,0.08752927138926776,-0.06783831483659918,8.458609871608068e-07,1.0914742129430152e-06,-0.0464851724055365,-0.11711529121510833,7.929218544401406e-07,9.54578714572053e-07
314.0,-0.28901444938968646,-0.010074745404247496,7.174820848635105e-07,7.490013827123735e-07,-0.04533495006889442,-0.012917562521279081,8.111085540190144e-07,9.556773240330848e-07,-0.3432516094454161,-0.06871542723981197,7.066583197994142e-07,7.094596823448218e-07,-0.11869128264838921,-0.11712031029610605,7.799321110202811e-07,8.88081924747067e-07
315.0,0.20338990034734644,-0.009397079862178944,9.244687784509013e-07,1.225550217560878e-06,0.20981681359813759,-0.012210469263757124,9.056972717958144e-07,1.2334520876112792e-06,0.2824629411954508,-0.06760057527652542,9.658330370485987e-07,1.326392619662413e-06,0.2845579546454346,-0.11584514120105353,9.385796685386236e-07,1.3291743428969262e-06
316.0,0.015455363194620073,-0.009318432890480214,8.098346080374312e-07,1.0155754150054243e-06,-0.32209830986347826,-0.013191126987173962,7.142941830656802e-07,7.246269488524006e-07,-0.2658708602434151,-0.06822801288718013,7.161837122429163e-07,7.665381116554056e-07,-0.31846941737320583,-0.11648635726488947,7.116376903220861e-07,7.272613191777146e-07
317.0,-0.20865579202120396,-0.009947257367233285,7.53188928837808e-07,8.116745724305061e-07,0.30598670391111965,-0.012184256858157263,9.788937100656123e-07,1.3579642508158404e-06,0.03344928441129722,-0.06790726431526065,8.426465305266562e-07,1.0340150017179706e-06,0.23803761513510252,-0.1153679851122081,9.518901660623187e-07,1.2687569163914322e-06
318.0,0.30971043177785607,-0.008942044508286463,9.698814392273366e-07,1.3630303667031294e-06,-0.12878052053565126,-0.012550911775382086,7.581255354923116e-07,8.791669034537766e-07,0.06505977624998002,-0.0674891289675712,8.349276215352273e-07,1.0672228170564943e-06,-0.037617645929865884,-0.11512348719025103,7.954618329640956e-07,9.630811084841865e-07
319.0,-0.28276441609394976,-0.009800421848680392,7.186424063897687e-07,7.536973259071133e-07,-0.05120964713892521,-0.012672099033575012,8.088145266323985e-07,9.500794682107464e-07,-0.33045080935945115,-0.06831346025406612,7.106759700793178e-07,7.185997089270097e-07,-0.1329652881040182,-0.11517941760063902,7.754753178047428e-07,8.754954816902966e-07
