Q,lag_support_rotations,lag_line_strokes,signed_overlap,line_overlap_absolute
550.0,0.3263888888888889,1.4329268292682928,-0.19877984736570692,0.19937107658146905
550.0,0.3277777777777778,1.4390243902439024,-0.18012331310732616,0.18541977302826315
550.0,0.32916666666666666,1.4451219512195121,-0.16140439691316136,0.17389819961965622
550.0,0.33055555555555555,1.451219512195122,-0.1426296050064308,0.16417343841814155
550.0,0.33194444444444443,1.4573170731707317,-0.12380545347830747,0.15596758131967817
550.0,0.3333333333333333,1.4634146341463414,-0.10493847103067501,0.14911926535338357
550.0,0.3347222222222222,1.4695121951219512,-0.08603518200945917,0.1435234754941972
550.0,0.33611111111111114,1.4756097560975612,-0.06710212238624254,0.13910835291548446
550.0,0.3375,1.481707317073171,-0.0481458331848954,0.13582462768025927
550.0,0.3388888888888889,1.4878048780487807,-0.029172864998923333,0.13363827111530596
550.0,0.3402777777777778,1.4939024390243902,-0.010189762966681715,0.1325286902682014
550.0,0.3416666666666667,1.5,0.008796923606982974,0.13248554134163484
550.0,0.34305555555555556,1.5060975609756098,0.027780644999834094,0.1335086644012906
550.0,0.34444444444444444,1.5121951219512195,0.04675485268803531,0.13560762018066538
550.0,0.3458333333333333,1.5182926829268293,0.06571298871739692,0.138802898646649
550.0,0.3472222222222222,1.524390243902439,0.08464850950052386,0.14312720639517582
550.0,0.3486111111111111,1.5304878048780488,0.1035548723531713,0.14862925659091847
550.0,0.35,1.5365853658536586,0.12242554044035997,0.1553789432477081
550.0,0.35138888888888886,1.542682926829268,0.1412539764407519,0.16347899649116807
550.0,0.3527777777777778,1.548780487804878,0.16003365077434886,0.1730860598334002
550.0,0.3541666666666667,1.5548780487804879,0.17875804406489873,0.18446759342505833
550.0,0.35555555555555557,1.5609756097560976,0.19742064763542974,0.19821475415278125
550.0,0.35694444444444445,1.5670731707317074,0.21601496528436828,0.21601496528436828
550.0,0.35833333333333334,1.5731707317073171,0.23453449690772193,0.23453449690772193
550.0,0.3597222222222222,1.579268292682927,0.25297276593610357,0.25297276593610357
550.0,0.3611111111111111,1.5853658536585367,0.27132331002770843,0.27132331002770843
550.0,0.3625,1.5914634146341464,0.2895796846426694,0.2895796846426694
550.0,0.3638888888888889,1.597560975609756,0.3077354564911531,0.3077354564911531
550.0,0.36527777777777776,1.6036585365853657,0.3257842051922403,0.3257842051922403
550.0,0.36666666666666664,1.6097560975609755,0.34371953554843826,0.34371953554843826
550.0,0.3680555555555556,1.6158536585365855,0.36153507602399526,0.36153507602399526
550.0,0.36944444444444446,1.6219512195121952,0.3792244809392176,0.3792244809392176
550.0,0.37083333333333335,1.628048780487805,0.39678141280881574,0.39678141280881574
550.0,0.37222222222222223,1.6341463414634148,0.4141995679950678,0.4141995679950678
550.0,0.3736111111111111,1.6402439024390245,0.43147267286648155,0.43147267286648155
550.0,0.375,1.6463414634146343,0.4485944863253481,0.4485944863253481
